"match_date_day","match_date_month","match_date_weekday","match_date_year","home_team_name","away_team_name","home_team_goal","away_team_goal","home_team_line_1_count","home_team_line_2_count","home_team_line_3_count","home_team_line_4_count","home_team_line_5_count","home_team_line_6_count","home_team_player_1_position","home_team_player_2_position","home_team_player_3_position","home_team_player_4_position","home_team_player_5_position","home_team_player_6_position","home_team_player_7_position","home_team_player_8_position","home_team_player_9_position","home_team_player_10_position","home_team_player_11_position","player_name","player_name-2","player_name-3","player_name-4","player_name-5","player_name-6","player_name-7","player_name-8","player_name-9","player_name-10","player_name-11","player_back_number","player_back_number-2","player_back_number-3","player_back_number-4","player_back_number-5","player_back_number-6","player_back_number-7","player_back_number-8","player_back_number-9","player_back_number-10","player_back_number-11","player_nation","player_nation-2","player_nation-3","player_nation-4","player_nation-5","player_nation-6","player_nation-7","player_nation-8","player_nation-9","player_nation-10","player_nation-11","home_team_player_sub_1_position","home_team_player_sub_2_position","home_team_player_sub_3_position","home_team_player_sub_4_position","home_team_player_sub_5_position","home_team_player_sub_6_position","home_team_player_sub_7_position","player_name-12","player_name-13","player_name-14","player_name-15","player_name-16","player_name-17","player_name-18","player_back_number-12","player_back_number-13","player_back_number-14","player_back_number-15","player_back_number-16","player_back_number-17","player_back_number-18","player_nation-12","player_nation-13","player_nation-14","player_nation-15","player_nation-16","player_nation-17","player_nation-18","away_team_line_1_count","away_team_line_2_count","away_team_line_3_count","away_team_line_4_count","away_team_line_5_count","away_team_line_6_count","away_team_player_1_position","away_team_player_2_position","away_team_player_3_position","away_team_player_4_position","away_team_player_5_position","away_team_player_6_position","away_team_player_7_position","away_team_player_8_position","away_team_player_9_position","away_team_player_10_position","away_team_player_11_position","player_name-19","player_name-20","player_name-21","player_name-22","player_name-23","player_name-24","player_name-25","player_name-26","player_name-27","player_name-28","player_name-29","player_back_number-19","player_back_number-20","player_back_number-21","player_back_number-22","player_back_number-23","player_back_number-24","player_back_number-25","player_back_number-26","player_back_number-27","player_back_number-28","player_back_number-29","player_nation-19","player_nation-20","player_nation-21","player_nation-22","player_nation-23","player_nation-24","player_nation-25","player_nation-26","player_nation-27","player_nation-28","player_nation-29","away_team_player_sub_1_position","away_team_player_sub_2_position","away_team_player_sub_3_position","away_team_player_sub_4_position","away_team_player_sub_5_position","away_team_player_sub_6_position","away_team_player_sub_7_position","player_name-30","player_name-31","player_name-32","player_name-33","player_name-34","player_name-35","player_name-36","player_back_number-30","player_back_number-31","player_back_number-32","player_back_number-33","player_back_number-34","player_back_number-35","player_back_number-36","player_nation-30","player_nation-31","player_nation-32","player_nation-33","player_nation-34","player_nation-35","player_nation-36"
"22","October","Saturday","2016","West Ham United","Sunderland","1","0","3","4","3","0","0","0","Goalkeeper","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Forward","Adrián","Winston Reid","Cheikhou Kouyaté","Angelo Ogbonna","Pedro Obiang","Mark Noble","Michail Antonio","Edimilson Fernandes","Simone Zaza","Dimitri Payet","Manuel Lanzini","13","2","8","21","14","16","30","31","11","27","10","Spain","New Zealand","Senegal","Italy","Equatorial Guinea","England","England","Switzerland","Italy","France","Argentina","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Forward","Forward","Raphael Spiegel","James Collins","Reece Oxford","Håvard Nordtveit","Sofiane Feghouli","Ashley Fletcher","Jonathan Calleri","34","19","35","4","7","24","28","Switzerland","Wales","England","Norway","Algeria","England","Argentina","4","5","1","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Jordan Pickford","Patrick van Aanholt","John O'Shea","Javier Manquillo","Lamine Koné","Jack Rodwell","Wahbi Khazri","Duncan Watmore","Didier Ndong","Steven Pienaar","Jermain Defoe","13","3","16","21","23","8","10","14","17","20","18","England","Netherlands","Ireland","Spain","Cote D'Ivoire","England","Tunisia","England","Gabon","South Africa","England","Goalkeeper","Defender","Defender","Defender","Midfielder","Midfielder","Forward","Mika","Billy Jones","Paddy McNair","Papy Djilobodji","George Honeyman","Lynden Gooch","Victor Anichebe","12","2","19","5","39","46","28","Portugal","England","Northern Ireland","Senegal","England","United States","Nigeria"
"22","October","Sunday","2017","Everton","Arsenal","2","5","3","4","2","1","0","0","Goalkeeper","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Forward","Jordan Pickford","Michael Keane","Ashley Williams","Phil Jagielka","Leighton Baines","Idrissa Gueye","Nikola Vlasic","Jonjoe Kenny","Gylfi Sigurdsson","Wayne Rooney","Dominic Calvert-Lewin","1","4","5","6","3","17","27","43","18","10","29","England","England","Wales","England","England","Senegal","Croatia","England","Iceland","England","England","Goalkeeper","Defender","Midfielder","Midfielder","Forward","Forward","Forward","Joel Robles","Cuco Martina","Davy Klaassen","Tom Davies","Kevin Mirallas","Ademola Lookman","Oumar Niasse","33","15","20","26","11","31","19","Spain","Curacao","Netherlands","England","Belgium","England","Senegal","3","4","2","1","0","0","Goalkeeper","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Forward","Petr Cech","Per Mertesacker","Laurent Koscielny","Nacho Monreal","Héctor Bellerín","Aaron Ramsey","Sead Kolasinac","Granit Xhaka","Alexis Sánchez","Alexandre Lacazette","Mesut Özil","33","4","6","18","24","8","31","29","7","9","11","Czech Republic","Germany","France","Spain","Spain","Wales","Bosnia And Herzegovina","Switzerland","Chile","France","Germany","Goalkeeper","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Matt Macey","Rob Holding","Jack Wilshere","Alex Iwobi","Francis Coquelin","Olivier Giroud","Theo Walcott","54","16","10","17","34","12","14","England","England","England","Nigeria","France","France","England"
"22","October","Sunday","2017","Southampton","West Bromwich Albion","1","0","4","1","2","1","2","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Fraser Forster","Cédric Soares","Maya Yoshida","Virgil van Dijk","Ryan Bertrand","Steven Davis","Dusan Tadic","Oriol Romeu","Mario Lemina","Shane Long","Manolo Gabbiadini","44","2","3","17","21","8","11","14","18","7","20","England","Portugal","Japan","Netherlands","England","Northern Ireland","Serbia","Spain","Gabon","Ireland","Italy","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Alex McCarthy","Wesley Hoedt","Sam McQueen","James Ward-Prowse","Sofiane Boufal","Nathan Redmond","Charlie Austin","13","6","38","16","19","22","10","England","Netherlands","England","England","Morocco","England","England","4","5","1","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Ben Foster","Kieran Gibbs","Jonny Evans","Craig Dawson","Ahmed Hegazi","Jake Livermore","Nacer Chadli","Gareth Barry","Jay Rodriguez","Grzegorz Krychowiak","Salomón Rondón","1","3","6","25","26","8","22","18","19","20","9","England","England","Northern Ireland","England","Egypt","England","Belgium","England","England","Poland","Venezuela","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Boaz Myhill","Allan Nyom","Gareth McAuley","Claudio Yacob","Matt Phillips","Chris Brunt","James McClean","13","2","23","5","10","11","14","Wales","Cameroon","Northern Ireland","Argentina","Scotland","Northern Ireland","Ireland"
"22","September","Saturday","2018","Burnley","AFC Bournemouth","4","0","4","4","1","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Joe Hart","Matthew Lowton","Charlie Taylor","James Tarkowski","Ben Mee","Jack Cork","Johann Gudmundsson","Ashley Westwood","Aaron Lennon","Sam Vokes","Matej Vydra","20","2","3","5","6","4","7","18","25","9","27","England","England","England","England","England","England","Iceland","England","England","Wales","Czech Republic","Goalkeeper","Defender","Defender","Midfielder","Forward","Forward","Forward","Tom Heaton","Phil Bardsley","Kevin Long","Jeff Hendrick","Ashley Barnes","Chris Wood","Dwight McNeil","1","26","28","13","10","11","31","England","Scotland","Ireland","Ireland","Austria","New Zealand","England","4","4","2","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Asmir Begovic","Steve Cook","Nathan Aké","Adam Smith","Diego Rico","Andrew Surman","Jefferson Lerma","David Brooks","Ryan Fraser","Callum Wilson","Joshua King","27","3","5","15","21","6","8","20","24","13","17","Bosnia And Herzegovina","England","Netherlands","England","Spain","England","Colombia","Wales","Scotland","England","Norway","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Artur Boruc","Simon Francis","Tyrone Mings","Jordon Ibe","Lewis Cook","Junior Stanislas","Jermain Defoe","1","2","26","10","16","19","18","Poland","England","England","England","England","England","England"
"22","September","Saturday","2018","Cardiff City","Manchester City","0","5","4","4","1","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Neil Etheridge","Lee Peltier","Sean Morrison","Bruno Ecuele Manga","Greg Cunningham","Harry Arter","Joe Ralls","Víctor Camarasa","David Junior Hoilett","Danny Ward","Bobby Reid","1","2","4","5","18","7","8","21","33","9","14","Philippines","England","England","Gabon","Ireland","Ireland","England","Spain","Canada","England","England","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Forward","Brian Murphy","Joe Bennett","Jazz Richards","Callum Paterson","Sol Bamba","Josh Murphy","Kenneth Zohore","28","3","6","13","22","11","10","Ireland","England","Wales","Scotland","Cote D'Ivoire","England","Denmark","4","3","3","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Forward","Ederson","Kyle Walker","Aymeric Laporte","Fabian Delph","Nicolás Otamendi","Ilkay Gündogan","Bernardo Silva","Fernandinho","Raheem Sterling","Sergio Agüero","Leroy Sané","31","2","14","18","30","8","20","25","7","10","19","Brazil","England","France","England","Argentina","Germany","Portugal","Brazil","England","Argentina","Germany","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Arijanet Muric","Vincent Kompany","John Stones","David Silva","Riyad Mahrez","Phil Foden","Gabriel Jesus","49","4","5","21","26","47","33","Kosovo","Belgium","England","Spain","Algeria","England","Brazil"
"22","September","Saturday","2018","Crystal Palace","Newcastle United","0","0","4","3","3","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Forward","Wayne Hennessey","Patrick van Aanholt","James Tomkins","Mamadou Sakho","Aaron Wan-Bissaka","Luka Milivojevic","Cheikhou Kouyaté","James McArthur","Andros Townsend","Wilfried Zaha","Jordan Ayew","13","3","5","12","29","4","8","18","10","11","14","Wales","Netherlands","England","France","England","Serbia","Senegal","Scotland","England","Cote D'Ivoire","Ghana","Goalkeeper","Defender","Defender","Defender","Midfielder","Midfielder","Forward","Vicente Guaita","Joel Ward","Jeffrey Schlupp","Martin Kelly","Max Meyer","Jason Puncheon","Alexander Sørloth","31","2","15","34","7","42","9","Spain","England","Ghana","England","Germany","England","Norway","4","4","1","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Martin Dubravka","Paul Dummett","Jamaal Lascelles","Federico Fernández","DeAndre Yedlin","Jonjo Shelvey","Mohamed Diamé","Matt Ritchie","Kenedy","Salomón Rondón","Ayoze Pérez","12","3","6","18","22","8","10","11","15","9","17","Slovakia","Wales","England","Argentina","United States","England","Senegal","Scotland","Brazil","Venezuela","Spain","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Forward","Forward","Karl Darlow","Ciaran Clark","Javier Manquillo","Ki Sung-yueng","Christian Atsu","Yoshinori Muto","Joselu","26","2","19","4","30","13","21","England","Ireland","Spain","South Korea","Ghana","Japan","Spain"
"22","September","Saturday","2018","Fulham","Watford","1","1","4","3","3","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Forward","Marcus Bettinelli","Ryan Sessegnon","Calum Chambers","Timothy Fosu-Mensah","Alfie Mawson","Kevin McDonald","Stefan Johansen","Jean Michael Seri","Aleksandar Mitrovic","André Schürrle","Luciano Vietto","1","3","5","21","26","6","8","24","9","14","19","England","England","England","Netherlands","England","Scotland","Norway","Cote D'Ivoire","Serbia","Germany","Argentina","Goalkeeper","Defender","Defender","Defender","Midfielder","Forward","Forward","Sergio Rico","Denis Odoi","Maxime Le Marchand","Cyrus Christie","André-Frank Zambo Anguissa","Floyd Ayité","Aboubakar Kamara","25","4","20","22","29","11","47","Spain","Belgium","France","Ireland","Cameroon","Togo","France","4","2","2","2","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Ben Foster","Daryl Janmaat","Craig Cathcart","José Holebas","Christian Kabasele","Abdoulaye Doucouré","Will Hughes","Etienne Capoue","Roberto Pereyra","Troy Deeney","Andre Gray","26","2","15","25","27","16","19","29","37","9","18","England","Netherlands","Northern Ireland","Greece","Belgium","France","England","France","Argentina","England","England","Goalkeeper","Defender","Defender","Defender","Midfielder","Midfielder","Forward","Heurelho Gomes","Adrian Mariappa","Adam Masina","Kiko Femenía","Ken Sema","Nathaniel Chalobah","Isaac Success","1","6","11","21","12","14","10","Brazil","Jamaica","Italy","Spain","Sweden","England","Nigeria"
"22","September","Saturday","2018","Leicester City","Huddersfield Town","3","1","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Kasper Schmeichel","Ben Chilwell","Jonny Evans","Harry Maguire","Daniel Amartey","Kelechi Iheanacho","James Maddison","Nampalys Mendy","Wilfred Ndidi","Rachid Ghezzal","Jamie Vardy","1","3","6","15","18","8","10","24","25","31","9","Denmark","England","Northern Ireland","England","Ghana","Nigeria","England","France","Nigeria","Algeria","England","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Danny Ward","Ricardo Pereira","Christian Fuchs","Demarai Gray","Marc Albrighton","Adrien Silva","Shinji Okazaki","12","14","28","7","11","23","20","Wales","Portugal","Austria","England","England","Portugal","Japan","5","4","1","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Jonas Lössl","Terence Kongolo","Chris Löwe","Zanka","Christopher Schindler","Erik Durm","Philip Billing","Elias Kachunga","Aaron Mooy","Rajiv van La Parra","Laurent Depoitre","1","5","15","25","26","37","8","9","10","17","20","Denmark","Netherlands","Germany","Denmark","Germany","Germany","Denmark","The Democratic Republic Of Congo","Australia","Netherlands","Belgium","Goalkeeper","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Ben Hamer","Jonathan Hogg","Isaac Mbenza","Alex Pritchard","Florent Hadergjonaj","Adama Diakhaby","Steve Mounie","12","6","18","21","33","11","24","England","England","Belgium","England","Switzerland","France","Benin"
"22","September","Saturday","2018","Liverpool","Southampton","3","0","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Alisson","Virgil van Dijk","Andrew Robertson","Joel Matip","Trent Alexander-Arnold","Georginio Wijnaldum","Roberto Firmino","Sadio Mané","Jordan Henderson","Xherdan Shaqiri","Mohamed Salah","13","4","26","32","66","5","9","10","14","23","11","Brazil","Netherlands","Scotland","Cameroon","England","Netherlands","Brazil","Senegal","England","Switzerland","Egypt","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Simon Mignolet","Joseph Gomez","Alberto Moreno","Fabinho","James Milner","Naby Keita","Daniel Sturridge","22","12","18","3","7","8","15","Belgium","England","Spain","Brazil","England","Guinea","England","4","1","4","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Alex McCarthy","Cédric Soares","Jannik Vestergaard","Wesley Hoedt","Ryan Bertrand","Oriol Romeu","Mario Lemina","Nathan Redmond","Pierre-Emile Højbjerg","Matt Targett","Shane Long","1","2","4","6","21","14","18","22","23","33","7","England","Portugal","Denmark","Netherlands","England","Spain","Gabon","England","Denmark","England","Ireland","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Angus Gunn","Maya Yoshida","Jan Bednarek","Steven Davis","James Ward-Prowse","Stuart Armstrong","Charlie Austin","28","3","35","8","16","17","10","England","Japan","Poland","Northern Ireland","England","Scotland","England"
"22","September","Saturday","2018","Manchester United","Wolverhampton Wanderers","1","1","4","3","3","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Forward","David De Gea","Victor Lindelöf","Chris Smalling","Luke Shaw","Antonio Valencia","Paul Pogba","Fred","Marouane Fellaini","Alexis Sánchez","Romelu Lukaku","Jesse Lingard","1","2","12","23","25","6","17","27","7","9","14","Spain","Sweden","England","England","Ecuador","France","Brazil","Belgium","Chile","Belgium","England","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Sergio Romero","Eric Bailly","Ashley Young","Juan Mata","Andreas Pereira","Scott McTominay","Anthony Martial","22","3","18","8","15","39","11","Argentina","Cote D'Ivoire","England","Spain","Brazil","Scotland","France","3","4","2","1","0","0","Goalkeeper","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Forward","Rui Patrício","Ryan Bennett","Willy Boly","Conor Coady","Matt Doherty","Rúben Neves","Jonny","João Moutinho","Raúl Jiménez","Hélder Costa","Diogo Jota","11","5","15","16","2","8","19","28","9","10","18","Portugal","England","France","England","Ireland","Portugal","Spain","Portugal","Mexico","Portugal","Portugal","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Forward","Forward","John Ruddy","Rúben Vinagre","Kortney Hause","Morgan Gibbs-White","Romain Saïss","Léo Bonatini","Adama Traoré","21","29","30","17","27","33","37","England","Portugal","England","England","Morocco","Brazil","Spain"
"23","April","Monday","2018","Manchester City","Swansea City","5","0","4","3","3","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Forward","Ederson","Danilo","Vincent Kompany","Aymeric Laporte","Fabian Delph","Ilkay Gündogan","Kevin De Bruyne","David Silva","Raheem Sterling","Bernardo Silva","Gabriel Jesus","31","3","4","14","18","8","17","21","7","20","33","Brazil","Brazil","Belgium","France","England","Germany","Belgium","Spain","England","Portugal","Brazil","Goalkeeper","Defender","Defender","Defender","Midfielder","Midfielder","Forward","Claudio Bravo","Kyle Walker","Benjamin Mendy","Nicolás Otamendi","Leroy Sané","Yaya Touré","Phil Foden","1","2","22","30","19","42","47","Chile","England","France","Argentina","Germany","Cote D'Ivoire","England","5","4","1","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Lukasz Fabianski","Martin Olsson","Mike van der Hoorn","Alfie Mawson","Federico Fernández","Kyle Naughton","Ki Sung-yueng","Tom Carroll","André Ayew","Andy King","Jordan Ayew","1","16","5","6","33","26","4","14","19","24","18","Poland","Sweden","Netherlands","England","Argentina","England","South Korea","England","Ghana","Wales","Ghana","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Kristoffer Nordfeldt","Connor Roberts","Kyle Bartley","Nathan Dyer","Wayne Routledge","Sam Clucas","Tammy Abraham","13","52","27","12","15","17","10","Sweden","Wales","England","England","England","England","England"
"23","April","Saturday","2016","AFC Bournemouth","Chelsea","1","4","4","4","1","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Artur Boruc","Simon Francis","Steve Cook","Tommy Elphick","Charlie Daniels","Dan Gosling","Andrew Surman","Marc Pugh","Junior Stanislas","Joshua King","Lewis Grabban","1","2","3","5","11","4","6","7","19","17","28","Poland","England","England","England","England","England","England","England","England","Norway","England","Goalkeeper","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Adam Federici","Rhoys Wiggins","Shaun MacDonald","Matt Ritchie","Eunan O'Kane","Benik Afobe","Callum Wilson","23","29","16","30","32","20","13","Australia","Wales","Wales","Scotland","Ireland","The Democratic Republic Of Congo","England","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Asmir Begovic","Branislav Ivanovic","Abdul Rahman Baba","John Obi Mikel","César Azpilicueta","Cesc Fàbregas","Eden Hazard","Pedro","Nemanja Matic","Willian","Diego Costa","1","2","6","12","28","4","10","17","21","22","19","Bosnia And Herzegovina","Serbia","Ghana","Nigeria","Spain","Spain","Belgium","Spain","Serbia","Brazil","Spain","Goalkeeper","Defender","Midfielder","Midfielder","Forward","Forward","Forward","Marco Amelia","Matt Miazga","Ruben Loftus-Cheek","Bertrand Traoré","Radamel Falcao","Alexandre Pato","Kenedy","32","20","36","14","9","11","16","Italy","United States","England","Burkina Faso","Colombia","Brazil","Brazil"
"23","April","Saturday","2016","Aston Villa","Southampton","2","4","4","3","3","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Forward","Brad Guzan","Joleon Lescott","Micah Richards","Aly Cissokho","Alan Hutton","Idrissa Gueye","Ashley Westwood","Carlos Sánchez","Leandro Bacuna","Scott Sinclair","Jordan Ayew","1","16","4","43","21","8","15","24","7","9","19","United States","England","England","France","Scotland","Senegal","England","Colombia","Curacao","England","Ghana","Goalkeeper","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Mark Bunn","Jordan Veretout","Carles Gil","Jordan Lyden","Jack Grealish","Kevin Toner","Rudy Gestede","31","17","25","38","40","46","39","England","France","Spain","Australia","England","Ireland","Benin","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Fraser Forster","Cédric Soares","José Fonte","Virgil van Dijk","Ryan Bertrand","Steven Davis","Jay Rodriguez","Dusan Tadic","Victor Wanyama","Oriol Romeu","Shane Long","44","2","6","17","21","8","9","11","12","14","7","England","Portugal","Portugal","Netherlands","England","Northern Ireland","England","Serbia","Kenya","Spain","Ireland","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Maarten Stekelenburg","Maya Yoshida","Cuco Martina","Jordy Clasie","Sadio Mané","James Ward-Prowse","Graziano Pellè","22","3","15","4","10","16","19","Netherlands","Japan","Curacao","Netherlands","Senegal","England","Italy"
"23","April","Saturday","2016","Liverpool","Newcastle United","2","2","4","1","2","1","2","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Simon Mignolet","Kolo Touré","Dejan Lovren","Alberto Moreno","Connor Randall","James Milner","Adam Lallana","Joe Allen","Kevin Stewart","Roberto Firmino","Daniel Sturridge","22","4","6","18","56","7","20","24","35","11","15","Belgium","Cote D'Ivoire","Croatia","Spain","England","England","England","Wales","England","Brazil","England","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Danny Ward","Martin Skrtel","Bradley Smith","Coutinho","Lucas Leiva","Jordon Ibe","Sheyi Ojo","52","37","44","10","21","33","54","Wales","Slovakia","Australia","Brazil","Brazil","England","England","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Karl Darlow","Paul Dummett","Jamaal Lascelles","Vurnon Anita","Chancel Mbemba","Jack Colback","Moussa Sissoko","Ayoze Pérez","Cheick Tioté","Andros Townsend","Papiss Demba Cissé","26","3","15","8","18","4","7","17","24","25","9","England","Wales","England","Netherlands","The Democratic Republic Of Congo","England","France","Spain","Cote D'Ivoire","England","Senegal","Goalkeeper","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Freddy Woodman","Kevin Mbabu","Georginio Wijnaldum","Jonjo Shelvey","Siem de Jong","Rolando Aarons","Aleksandar Mitrovic","41","43","5","12","10","16","45","England","Switzerland","Netherlands","England","Netherlands","England","Serbia"
"23","April","Saturday","2016","Manchester City","Stoke City","4","0","4","4","2","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Joe Hart","Pablo Zabaleta","Aleksandar Kolarov","Eliaquim Mangala","Nicolás Otamendi","Fernando","Jesús Navas","David Silva","Yaya Touré","Sergio Agüero","Kelechi Iheanacho","1","5","11","20","30","6","15","21","42","10","72","England","Argentina","Serbia","France","Argentina","Brazil","Spain","Spain","Cote D'Ivoire","Argentina","Nigeria","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Willy Caballero","Gaël Clichy","Martín Demichelis","Raheem Sterling","Kevin De Bruyne","Fabian Delph","Wilfried Bony","13","22","26","7","17","18","14","Argentina","France","Argentina","England","Belgium","England","Cote D'Ivoire","4","2","3","1","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Shay Given","Phil Bardsley","Marc Muniesa","Ryan Shawcross","Philipp Wollscheid","Glenn Whelan","Marko Arnautovic","Mame Biram Diouf","Geoff Cameron","Giannelli Imbula","Joselu","24","2","5","17","26","6","10","18","20","21","11","Ireland","Scotland","Spain","England","Germany","Ireland","Austria","Senegal","United States","The Democratic Republic Of Congo","Spain","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Forward","Forward","Jakob Haugaard","Dionatan Teixeira","Oliver Shenton","Charlie Adam","Moha","Peter Crouch","Bojan","29","23","34","16","30","25","27","Denmark","Slovakia","England","Scotland","Spain","England","Spain"
"23","April","Sunday","2017","Burnley","Manchester United","0","2","4","4","2","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Midfielder","Forward","Forward","Tom Heaton","Matthew Lowton","Michael Keane","Ben Mee","Stephen Ward","Robbie Brady","Jeff Hendrick","Joey Barton","George Boyd","Andre Gray","Ashley Barnes","1","2","5","6","23","12","13","19","21","7","10","England","England","England","England","Ireland","Ireland","Ireland","England","Scotland","England","Austria","Goalkeeper","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Nick Pope","Jon Flanagan","James Tarkowski","Johann Gudmundsson","Steven Defour","Ashley Westwood","Daniel Agyei","29","4","26","25","16","18","32","England","England","England","Iceland","Belgium","England","England","4","3","3","0","0","0","Goalkeeper","Defender","Defender","Defender","Defender","Midfielder","Midfielder","Midfielder","Forward","Forward","Forward","David De Gea","Eric Bailly","Daley Blind","Ashley Young","Matteo Darmian","Paul Pogba","Ander Herrera","Marouane Fellaini","Wayne Rooney","Anthony Martial","Jesse Lingard","1","3","17","18","36","6","21","27","10","11","14","Spain","Cote D'Ivoire","Netherlands","England","Italy","France","Spain","Belgium","England","France","England","Goalkeeper","Defender","Defender","Defender","Midfielder","Midfielder","Forward","Sergio Romero","Luke Shaw","Timothy Fosu-Mensah","Axel Tuanzebe","Michael Carrick","Henrikh Mkhitaryan","Marcus Rashford","20","23","24","38","16","22","19","Argentina","England","Netherlands","England","England","Armenia","England"
